mesh_id,trait_portal,similarity,source,subsource,n_rows
"['D006330', 'D008382', 'D017545', 'D055947']",LoeysDietz_syndrome_Orphanet_60030,0.2726041376590729,pigean,orphanet,27
['D018981'],Congenital_disorder_of_glycosylation_Orphanet_137,0.2725086212158203,pigean,orphanet,78
['none'],NICM,0.2716097831726074,pigean,portal,67
['D007249'],gcat_trait_interleukin_2_receptor_antagonist_measurement,0.2713034152984619,pigean,gcat,30
"['D000073376', 'D013036', 'D065768']",LennoxGastaut_syndrome_Orphanet_2382,0.2710121870040893,pigean,orphanet,31
['D011507'],gcat_trait_Proteinuria,0.2696175277233124,pigean,gcat,16
"['D000138', 'D000140', 'D015325']",Nonacquired_combined_pituitary_hormone_deficiency_Orphanet_467,0.2694192230701446,pigean,orphanet,36
"['D007676', 'D051436']",CKD,0.2692708075046539,pigean,portal,83
"['D000015', 'D002526', 'D006223', 'D007006', 'D007248', 'D009136', 'D012174', 'D020788', 'D052177', 'D057130', 'D058747']",BardetBiedl_syndrome_Orphanet_110,0.2685766518115997,pigean,orphanet,24
['D006983'],Rare_disorder_with_hypertrichosis_Orphanet_79365,0.2681846916675567,pigean,orphanet,56
['none'],Slope_to_glucose_trough_glipizide_adjusted_baseline_glucose,0.2679319083690643,pigean,portal,61
['D007153'],gcat_trait_beta2_microglobulin_measurement,0.2675266861915588,pigean,gcat,10
['D013549'],gcat_trait_sugar_consumption_measurement,0.2673258185386657,pigean,gcat,34
['D009157'],gcat_trait_Myasthenia_gravis,0.2670040726661682,pigean,gcat,11
['D009157'],Myasthenia_gravis,0.2670040726661682,pigean,portal,82
"['D008052', 'D009136']",Muscular_lipidosis_Orphanet_206953,0.2665973603725433,pigean,orphanet,58
['D047748'],Cushing_disease_Orphanet_96253,0.2659362256526947,pigean,orphanet,45
['D043183'],IBS_het,0.2658100426197052,pigean,portal,72
['D014806'],gcat_trait_vitamin_B12_measurement,0.2646760642528534,pigean,gcat,22
['D002318'],gcat_trait_lipoproteinassociated_phospholipase_A2_measurement,0.26399827003479,pigean,gcat,49
"['D001927', 'D015419', 'D052496', 'D052497']",Congenital_generalized_lipodystrophy_Orphanet_528,0.263523519039154,pigean,orphanet,94
['D008268'],gcat_trait_wet_macular_degeneration,0.2630966007709503,pigean,gcat,26
['D011087'],gcat_trait_myeloproliferative_disorder,0.2625869512557983,pigean,gcat,19
"['D000015', 'D002526', 'D009123', 'D009958', 'D040181']",Orofaciodigital_syndrome_type_6_Orphanet_2754,0.2620700597763061,pigean,orphanet,10
['D059026'],gcat_trait_self_rated_health,0.2619710564613342,pigean,gcat,17
